loyalty_number,loyalty_card,education,gender,total_flights_lifetime,total_distance_km,total_points_earned,total_points_used,avg_salary,total_activity_periods
897387,Nova,Bachelor,Male,43,65382,65382.0,504,54507.0,24
832301,Nova,Bachelor,Male,35,54489,54489.0,0,50057.0,24
539125,Nova,Bachelor,Female,35,47558,47558.0,0,65088.0,24
434658,Star,College,Female,37,47325,47325.0,565,73262.0,24
597300,Nova,Bachelor,Female,36,47705,47705.0,432,70159.0,24
750162,Nova,Bachelor,Male,18,26870,26870.0,0,59262.0,24
193827,Nova,College,Female,30,44572,44572.0,417,73262.0,24
644251,Nova,College,Male,45,59778,59778.0,1110,73262.0,24
836486,Star,College,Female,37,54155,54155.0,543,73262.0,24
921298,Star,Bachelor,Male,34,45023,45023.0,1664,82977.0,24
952696,Nova,Bachelor,Female,13,24363,24363.0,1776,99788.0,24
667398,Aurora,College,Female,14,16530,16530.0,0,73262.0,24
516271,Nova,High School Or Below,Female,53,79706,79706.0,0,64869.0,24
446171,Star,Bachelor,Male,45,68350,68350.0,1272,67227.0,24
287927,Star,Bachelor,Female,30,40219,40219.0,755,66470.0,24
137383,Star,Bachelor,Female,0,0,0.0,0,72615.0,24
311684,Aurora,College,Male,43,74477,74477.0,608,73262.0,24
985765,Star,Bachelor,Female,43,66188,66188.0,2130,56831.0,24
819448,Star,Bachelor,Female,5,4656,4656.0,620,91721.0,24
647214,Nova,Bachelor,Female,44,61106,61106.0,462,58329.0,24
180207,Nova,Bachelor,Female,33,45602,45602.0,642,72823.0,24
725413,Nova,Bachelor,Female,30,41118,41118.0,419,85880.0,24
267352,Star,College,Male,39,64326,64326.0,1122,73262.0,24
962455,Aurora,Bachelor,Female,50,76314,76314.0,957,83960.0,24
115805,Star,Bachelor,Male,46,63394,63394.0,1668,54096.0,24
576176,Star,Bachelor,Male,2,3111,3111.0,0,95902.0,24
566951,Aurora,Bachelor,Male,23,37354,37354.0,581,82081.0,24
253412,Star,Bachelor,Female,0,0,0.0,0,90265.0,24
405500,Star,Bachelor,Female,48,66797,66797.0,673,76485.0,24
764555,Star,Master,Male,41,54283,54283.0,389,75891.0,24
700650,Nova,Bachelor,Female,27,44816,44816.0,0,78559.0,24
621190,Nova,Doctor,Male,42,60448,60448.0,457,177400.0,24
432598,Star,Bachelor,Female,38,55453,55453.0,0,67447.0,24
278928,Aurora,College,Female,11,14824,14824.0,0,73262.0,24
484194,Aurora,College,Male,31,46161,46161.0,2342,73262.0,24
656572,Star,Bachelor,Male,31,36065,36065.0,602,84851.0,24
166825,Star,Bachelor,Male,12,14183,14183.0,552,95097.0,24
359138,Nova,Bachelor,Male,0,0,0.0,0,75700.0,24
807942,Aurora,College,Male,0,0,0.0,0,73262.0,24
162568,Star,College,Female,0,0,0.0,0,73262.0,24
109029,Star,Bachelor,Male,2,3944,3944.0,0,74819.0,24
555831,Nova,Bachelor,Female,7,7550,7550.0,603,48909.0,24
481660,Aurora,Bachelor,Female,42,61580,92370.0,1228,101936.0,11
636745,Aurora,Bachelor,Female,0,0,0.0,0,89626.0,24
873426,Nova,Bachelor,Female,0,0,0.0,0,62230.0,24
543956,Aurora,College,Female,47,76099,110886.0,490,73262.0,11
686471,Star,Master,Male,31,40417,40417.0,2046,117771.0,24
600746,Star,Bachelor,Male,36,59138,59138.0,0,48521.0,24
430475,Star,Bachelor,Male,29,43909,43909.0,962,92814.0,24
748299,Star,Bachelor,Female,33,38946,38946.0,3103,65967.0,24
381651,Nova,Doctor,Male,48,79615,79615.0,1518,189990.0,24
226804,Aurora,Doctor,Female,1,1363,1363.0,552,236612.0,24
528260,Star,College,Female,14,21862,21862.0,512,73262.0,24
150383,Aurora,Bachelor,Male,46,47590,71385.0,489,49125.0,11
554983,Nova,Doctor,Female,40,59277,59277.0,1209,243236.0,24
714206,Aurora,Bachelor,Male,40,50946,50946.0,1130,47776.0,24
113694,Nova,College,Female,53,88235,88235.0,2774,73262.0,24
106397,Aurora,College,Male,25,35660,35660.0,450,73262.0,24
840267,Nova,Bachelor,Male,24,33125,33125.0,1592,48525.0,24
318291,Nova,Bachelor,Female,0,0,0.0,0,58766.0,24
115852,Nova,Bachelor,Female,38,62941,62941.0,0,59314.0,24
599369,Star,Bachelor,Male,24,35299,35299.0,565,86727.0,24
137106,Star,College,Male,25,25178,25178.0,849,73262.0,24
735304,Star,Master,Female,29,44741,44741.0,1053,128118.0,24
324295,Aurora,Bachelor,Female,37,59161,59161.0,885,68968.0,24
496052,Star,College,Female,0,0,0.0,0,73262.0,24
243272,Nova,Bachelor,Female,0,0,0.0,0,83794.0,24
694942,Nova,Master,Female,43,62636,62636.0,502,85959.0,24
437737,Nova,College,Male,42,72819,72819.0,2136,73262.0,24
519300,Aurora,College,Male,24,34692,34692.0,1060,73262.0,24
607480,Nova,College,Female,27,43213,43213.0,697,73262.0,24
454663,Nova,Bachelor,Male,41,66083,66083.0,902,92259.0,24
614106,Star,Bachelor,Female,39,61488,61488.0,1067,88978.0,24
151655,Star,High School Or Below,Male,46,64195,64195.0,2113,67442.0,24
448912,Star,College,Male,42,60825,60825.0,325,73262.0,24
100737,Star,College,Female,47,66830,66830.0,2357,73262.0,24
292061,Nova,Bachelor,Female,29,51968,51968.0,1411,57587.0,24
951116,Star,Bachelor,Female,15,21069,21069.0,0,56265.0,24
203409,Star,Bachelor,Male,25,28468,28468.0,0,50546.0,24
867070,Star,Bachelor,Female,19,31489,31489.0,583,103151.0,24
308144,Nova,Bachelor,Male,18,36872,36872.0,568,59009.0,24
127185,Aurora,College,Male,37,59999,59999.0,0,73262.0,24
306400,Aurora,Doctor,Female,26,38101,38101.0,804,231305.0,24
432961,Star,Bachelor,Male,13,20643,20643.0,974,62524.0,24
691909,Nova,College,Female,37,53943,53943.0,1272,73262.0,24
533470,Star,College,Female,34,49715,49715.0,1339,73262.0,24
676371,Nova,Bachelor,Male,13,18594,18594.0,737,66629.0,24
923959,Aurora,High School Or Below,Female,42,56874,56874.0,1302,67018.0,24
201273,Aurora,High School Or Below,Female,89,150231,216324.0,1092,58735.0,11
743001,Star,Bachelor,Female,29,41620,41620.0,1191,79533.0,24
543285,Aurora,College,Male,16,22543,22543.0,0,73262.0,24
772952,Star,College,Male,32,51256,51256.0,1471,73262.0,24
467046,Star,Bachelor,Female,42,54588,54588.0,0,79468.0,24
351500,Star,Bachelor,Female,32,52313,52313.0,1163,85094.0,24
448896,Aurora,Bachelor,Female,37,50478,50478.0,1747,91239.0,24
533950,Aurora,Bachelor,Female,25,43387,43387.0,1200,58671.0,24
628130,Star,Bachelor,Female,39,54314,54314.0,0,96700.0,24
282532,Star,College,Female,8,13545,13545.0,0,73262.0,24
359275,Nova,Bachelor,Female,41,58362,58362.0,0,69696.0,24
860657,Nova,Bachelor,Male,28,48757,48757.0,485,92396.0,24
358039,Nova,College,Male,12,17446,17446.0,588,73262.0,24
134738,Nova,Bachelor,Female,40,49287,49287.0,1281,91435.0,24
186015,Star,Doctor,Male,41,60413,60413.0,1543,152955.0,24
939932,Star,Bachelor,Male,59,100186,100186.0,492,63578.0,24
185830,Aurora,College,Female,34,51960,51960.0,1294,73262.0,24
136637,Nova,Bachelor,Male,45,64732,64732.0,991,103122.0,24
765338,Star,Bachelor,Male,19,31759,31759.0,0,48715.0,24
604039,Nova,Bachelor,Male,0,0,0.0,0,68791.0,24
980837,Nova,Bachelor,Female,20,21684,21684.0,1796,68308.0,24
665454,Nova,Bachelor,Female,5,8708,8708.0,0,104928.0,24
399666,Nova,College,Female,22,24782,24782.0,0,73262.0,24
211802,Star,Bachelor,Male,33,47813,47813.0,504,90707.0,24
138737,Star,Bachelor,Female,44,69587,69587.0,772,67697.0,24
196992,Nova,Bachelor,Female,36,61715,61715.0,1077,75899.0,24
495168,Star,College,Female,42,59586,59586.0,343,73262.0,24
824917,Nova,College,Male,48,88576,88576.0,390,73262.0,24
117358,Nova,Bachelor,Male,3,4368,4368.0,0,86365.0,24
460938,Nova,Bachelor,Female,55,78824,78824.0,585,55316.0,24
756280,Nova,College,Male,0,0,0.0,0,73262.0,24
898119,Nova,Bachelor,Male,0,0,0.0,0,63184.0,24
428162,Nova,Doctor,Female,36,51397,51397.0,0,222667.0,24
306880,Star,College,Male,26,43357,43357.0,0,73262.0,24
830385,Nova,Master,Female,31,50826,50826.0,1609,125128.0,24
700731,Star,Bachelor,Male,18,25104,25104.0,0,60390.0,24
971987,Nova,Bachelor,Female,45,70864,70864.0,480,59667.0,24
579093,Star,College,Male,9,17872,17872.0,0,73262.0,24
150596,Star,Bachelor,Female,0,0,0.0,0,74028.0,24
793742,Star,Bachelor,Female,6,9695,9695.0,0,56845.0,24
788283,Star,High School Or Below,Female,3,5241,5241.0,0,51994.0,24
541037,Star,Bachelor,Female,63,121242,177114.0,888,65857.0,11
797902,Star,College,Female,55,75486,113229.0,0,73262.0,11
851390,Star,High School Or Below,Male,79,104690,157035.0,495,53506.0,11
937071,Star,Bachelor,Female,70,94448,141672.0,0,48295.0,11
411420,Aurora,Bachelor,Female,49,64020,64020.0,1364,84504.0,24
516995,Star,Bachelor,Female,45,58375,58375.0,1176,91706.0,24
377724,Nova,College,Male,32,44587,44587.0,464,73262.0,24
793838,Star,Bachelor,Female,36,56985,56985.0,3410,77935.0,24
686555,Nova,Bachelor,Male,41,59704,59704.0,757,87804.0,24
481018,Star,Bachelor,Male,36,48859,48859.0,393,52079.0,24
762951,Star,Bachelor,Female,50,75250,75250.0,741,99540.0,24
285579,Nova,College,Female,53,86158,129237.0,581,73262.0,11
591731,Star,Bachelor,Male,47,70582,70582.0,645,51370.0,24
331598,Aurora,Bachelor,Female,30,39610,39610.0,1067,64827.0,24
905288,Nova,Bachelor,Male,0,0,0.0,0,90241.0,24
272289,Nova,College,Male,0,0,0.0,0,73262.0,24
801241,Star,Bachelor,Male,0,0,0.0,0,103151.0,24
547559,Star,Bachelor,Male,33,52135,52135.0,1184,61351.0,24
666473,Star,Bachelor,Male,39,57426,57426.0,0,55976.0,24
236129,Star,Doctor,Male,23,34136,34136.0,537,57773.0,24
848998,Star,High School Or Below,Male,36,58506,58506.0,474,57691.0,24
512599,Star,High School Or Below,Female,24,33803,33803.0,437,65946.0,24
570600,Star,Bachelor,Male,28,40521,40521.0,351,48399.0,24
424208,Star,Bachelor,Female,37,49023,49023.0,473,78830.0,24
340874,Nova,Bachelor,Female,25,44285,44285.0,1746,57737.0,24
200681,Nova,Bachelor,Female,46,65290,65290.0,533,73510.0,24
746772,Nova,Bachelor,Male,32,42956,42956.0,1877,90200.0,24
382045,Aurora,Bachelor,Female,0,0,0.0,0,61070.0,24
203143,Star,Bachelor,Female,13,18902,18902.0,883,72364.0,24
912797,Star,College,Female,34,51945,51945.0,0,73262.0,24
619916,Star,College,Male,27,39348,39348.0,513,73262.0,24
451391,Nova,Bachelor,Female,36,50813,50813.0,383,61775.0,24
444365,Star,Bachelor,Female,30,45137,45137.0,760,61809.0,24
164743,Star,Bachelor,Male,40,45447,45447.0,401,65461.0,24
632399,Nova,Bachelor,Female,35,58093,58093.0,870,69524.0,24
504589,Aurora,College,Female,43,58501,58501.0,1198,73262.0,24
203033,Aurora,Bachelor,Male,51,92663,92663.0,562,93261.0,24
934604,Nova,Bachelor,Female,41,61242,61242.0,0,59169.0,24
305243,Star,High School Or Below,Female,48,70191,70191.0,1849,49864.0,24
329162,Star,Bachelor,Male,30,48243,48243.0,932,87842.0,24
148382,Nova,Bachelor,Male,18,24739,24739.0,0,46904.0,24
404805,Nova,Bachelor,Female,16,15921,15921.0,608,67500.0,24
669028,Nova,College,Female,40,62137,62137.0,1199,73262.0,24
575571,Star,Bachelor,Male,37,53162,53162.0,491,85076.0,24
103985,Nova,College,Male,4,6269,6269.0,0,73262.0,24
476288,Star,Bachelor,Male,52,71025,71025.0,0,100159.0,24
210247,Star,Bachelor,Female,13,19133,19133.0,0,89932.0,24
967819,Nova,High School Or Below,Male,0,0,0.0,0,56046.0,24
554104,Nova,Bachelor,Female,33,49306,49306.0,1033,60050.0,24
732377,Nova,Bachelor,Female,4,6805,6805.0,0,73032.0,24
633734,Aurora,Bachelor,Male,17,27282,27282.0,0,53661.0,24
674327,Star,College,Male,48,77541,77541.0,869,73262.0,24
332409,Nova,College,Female,48,76926,76926.0,3341,73262.0,24
272114,Star,Bachelor,Male,6,11031,11031.0,0,51337.0,24
868568,Nova,Bachelor,Male,37,55813,55813.0,2892,66833.0,24
259789,Star,Bachelor,Male,68,125796,188694.0,600,28295.0,11
364596,Aurora,Bachelor,Female,27,55902,83853.0,0,-26322.0,11
665533,Nova,Bachelor,Female,0,0,0.0,0,82144.0,24
488891,Nova,Bachelor,Female,0,0,0.0,0,94969.0,24
582244,Aurora,Bachelor,Female,0,0,0.0,0,76459.0,24
985839,Star,College,Male,32,46362,46362.0,0,73262.0,24
418784,Star,Bachelor,Female,2,2840,2840.0,0,58441.0,24
487536,Aurora,Bachelor,Male,0,0,0.0,0,102982.0,24
894724,Nova,Bachelor,Male,9,16739,16739.0,0,104131.0,24
305556,Nova,College,Male,5,11145,11145.0,0,73262.0,24
733226,Aurora,Bachelor,Male,15,29785,29785.0,510,57406.0,24
777540,Star,College,Female,40,60123,60123.0,1267,73262.0,24
322955,Star,Bachelor,Male,6,11973,11973.0,0,73277.0,24
728043,Star,Bachelor,Male,29,43907,43907.0,0,57385.0,24
390980,Aurora,Bachelor,Female,29,44411,44411.0,1439,50930.0,24
298883,Star,College,Female,4,3802,3802.0,0,73262.0,24
667718,Star,College,Female,0,0,0.0,0,73262.0,24
867301,Star,College,Male,28,44951,44951.0,1254,73262.0,24
337341,Star,Bachelor,Male,7,8846,8846.0,478,54017.0,24
448823,Star,Bachelor,Female,14,15950,15950.0,361,77488.0,24
346554,Star,Bachelor,Male,0,0,0.0,0,101352.0,24
686223,Nova,Bachelor,Male,36,36860,55290.0,409,33651.0,11
519826,Star,Bachelor,Male,60,92653,136824.0,0,55001.0,11
690191,Nova,Bachelor,Male,18,18619,24801.0,1005,47322.0,11
186295,Nova,Bachelor,Female,40,60439,60439.0,408,72416.0,24
548565,Aurora,Bachelor,Male,32,52686,52686.0,848,65149.0,24
414757,Nova,Bachelor,Female,28,41228,41228.0,874,47379.0,24
652300,Star,Bachelor,Male,0,0,0.0,0,50664.0,24
739352,Nova,College,Female,29,45565,45565.0,490,73262.0,24
579990,Aurora,Bachelor,Male,37,58166,58166.0,725,68823.0,24
390651,Aurora,Bachelor,Female,0,0,0.0,0,47416.0,24
915287,Nova,Bachelor,Male,3,4953,4953.0,0,60189.0,24
195137,Star,High School Or Below,Female,41,51861,51861.0,693,80919.0,24
526579,Nova,Bachelor,Female,45,80717,80717.0,0,96898.0,24
525548,Nova,Bachelor,Female,41,52746,52746.0,710,74830.0,24
392098,Star,College,Male,32,47051,47051.0,1162,73262.0,24
546037,Nova,Bachelor,Female,0,0,0.0,0,82755.0,24
715255,Nova,Bachelor,Male,15,16388,16388.0,1081,92802.0,24
897293,Star,Bachelor,Female,41,65492,65492.0,526,67435.0,24
876006,Star,Bachelor,Male,56,84838,84838.0,876,71563.0,24
792898,Nova,Bachelor,Male,34,48140,48140.0,2972,58921.0,24
439696,Nova,Bachelor,Male,23,30209,30209.0,501,54659.0,24
823436,Nova,Bachelor,Male,20,35938,35938.0,0,68602.0,24
626664,Star,College,Male,42,70094,70094.0,1360,73262.0,24
173252,Nova,College,Male,29,46645,46645.0,999,73262.0,24
891604,Aurora,College,Female,38,59468,59468.0,2266,73262.0,24
350486,Star,Bachelor,Male,0,0,0.0,0,68413.0,24
343218,Star,High School Or Below,Male,35,62889,62889.0,1182,50636.0,24
235629,Aurora,Master,Male,14,29126,29126.0,0,124308.0,24
526765,Nova,Bachelor,Female,49,73082,73082.0,374,62237.0,24
343706,Nova,Bachelor,Female,37,59242,59242.0,831,69274.0,24
931183,Star,College,Female,41,48279,48279.0,762,73262.0,24
769521,Star,High School Or Below,Male,42,66430,66430.0,2443,47587.0,24
988234,Star,Bachelor,Female,0,0,0.0,0,54416.0,24
532925,Star,Bachelor,Male,26,39210,39210.0,643,52194.0,24
346456,Star,Bachelor,Male,40,57742,57742.0,335,61014.0,24
115354,Star,College,Female,52,79226,79226.0,1546,73262.0,24
333502,Star,College,Male,42,60437,60437.0,409,73262.0,24
728655,Star,College,Female,45,65925,65925.0,1575,73262.0,24
169932,Star,Bachelor,Male,42,63842,63842.0,1158,47237.0,24
296141,Aurora,Doctor,Male,1,841,841.0,0,104294.0,24
175954,Nova,Bachelor,Male,39,45711,45711.0,365,70684.0,24
293212,Nova,Bachelor,Female,37,67926,67926.0,0,57975.0,24
330053,Star,College,Female,54,85600,85600.0,2677,73262.0,24
321227,Star,Bachelor,Male,39,52121,52121.0,1223,99883.0,24
122685,Nova,Bachelor,Female,33,53257,53257.0,795,78434.0,24
996896,Aurora,Bachelor,Male,38,68458,68458.0,340,80816.0,24
552278,Nova,Bachelor,Male,43,59361,59361.0,0,59082.0,24
369569,Nova,College,Male,61,99114,99114.0,960,73262.0,24
921530,Star,Bachelor,Male,18,27916,27916.0,698,49611.0,24
147700,Nova,Bachelor,Female,32,49869,49869.0,941,48538.0,24
483863,Nova,Bachelor,Female,66,97341,97341.0,1517,65857.0,24
238367,Star,Bachelor,Male,16,23897,23897.0,1257,79614.0,24
867624,Nova,College,Male,40,54666,54666.0,1377,73262.0,24
303049,Nova,College,Female,0,0,0.0,0,73262.0,24
135076,Star,Bachelor,Male,37,50221,50221.0,710,87293.0,24
645986,Aurora,Bachelor,Male,38,62899,62899.0,997,86067.0,24
649104,Nova,College,Male,44,64481,64481.0,556,73262.0,24
815381,Nova,Bachelor,Male,0,0,0.0,0,86276.0,24
683838,Nova,Bachelor,Male,29,44234,44234.0,1263,93731.0,24
205413,Aurora,High School Or Below,Male,45,82462,99957.0,548,59103.0,11
871740,Star,College,Male,12,21435,21435.0,0,73262.0,24
440320,Star,Bachelor,Female,48,84343,84343.0,1509,54729.0,24
486600,Nova,Doctor,Female,35,50987,50987.0,814,96694.0,24
857247,Nova,College,Male,33,43709,43709.0,961,73262.0,24
726472,Star,College,Female,0,0,0.0,0,73262.0,24
749817,Star,College,Female,48,67647,67647.0,591,73262.0,24
729752,Nova,Bachelor,Male,0,0,0.0,0,78573.0,24
126216,Star,Bachelor,Female,41,55958,55958.0,524,77542.0,24
403361,Star,Bachelor,Male,19,21288,21288.0,0,70222.0,24
801176,Nova,Bachelor,Female,44,68962,68962.0,1041,52489.0,24
482796,Nova,Bachelor,Male,0,0,0.0,0,84147.0,24
439252,Star,College,Male,1,1192,1192.0,0,73262.0,24
798029,Nova,College,Female,40,72872,109308.0,314,73262.0,11
724071,Nova,Bachelor,Male,65,137986,206979.0,478,27569.0,11
840071,Star,Bachelor,Female,37,51058,51058.0,1687,62870.0,24
277494,Star,Bachelor,Female,50,66845,66845.0,1592,52718.0,24
716548,Aurora,College,Male,52,77527,77527.0,1750,73262.0,24
727446,Star,Bachelor,Female,31,38838,38838.0,0,70557.0,24
716019,Nova,Bachelor,Female,10,10824,10824.0,0,56711.0,24
226387,Nova,Bachelor,Female,14,22256,22256.0,0,77990.0,24
672395,Star,Bachelor,Female,27,38886,38886.0,1642,55882.0,24
355491,Star,Bachelor,Male,64,75010,112515.0,548,60805.0,11
990204,Star,College,Male,38,57056,57056.0,594,73262.0,24
599873,Star,Bachelor,Female,4,4900,4900.0,562,76362.0,24
980575,Aurora,College,Male,34,41020,41020.0,1826,73262.0,24
255836,Star,Bachelor,Female,72,103609,103609.0,1457,104192.0,24
654890,Aurora,Bachelor,Male,37,56185,56185.0,1004,51468.0,24
165019,Star,Doctor,Male,40,59352,59352.0,1200,251861.0,24
136169,Nova,Bachelor,Female,51,72972,72972.0,492,78672.0,24
947367,Aurora,Bachelor,Female,50,81437,81437.0,2222,97030.0,24
941882,Aurora,High School Or Below,Female,37,60391,60391.0,1076,54912.0,24
265612,Nova,College,Male,0,0,0.0,0,73262.0,24
501976,Nova,Bachelor,Male,26,26617,26617.0,1711,69912.0,24
665773,Nova,Bachelor,Male,3,3368,3368.0,0,77046.0,24
755145,Aurora,Bachelor,Female,4,5340,5340.0,0,104928.0,24
920321,Nova,Bachelor,Female,37,46860,46860.0,527,96816.0,24
987171,Nova,College,Female,39,60741,60741.0,1319,73262.0,24
277594,Star,Bachelor,Female,56,76321,76321.0,2080,98839.0,24
598706,Nova,Bachelor,Male,28,43201,43201.0,486,81762.0,24
102311,Star,Bachelor,Female,51,83581,83581.0,1396,76485.0,24
964047,Star,Bachelor,Male,21,32834,32834.0,2283,54659.0,24
886439,Aurora,College,Male,51,83889,83889.0,812,73262.0,24
665403,Star,College,Male,54,78771,78771.0,1473,73262.0,24
891335,Star,Bachelor,Male,36,45908,45908.0,0,57246.0,24
261331,Star,Bachelor,Male,30,48877,48877.0,1209,80816.0,24
680886,Star,Bachelor,Female,59,86072,86072.0,1645,89210.0,24
969485,Star,Bachelor,Female,22,31969,31969.0,1738,67671.0,24
733907,Nova,Bachelor,Male,6,11151,11151.0,0,54729.0,24
185129,Nova,Bachelor,Male,44,66503,66503.0,792,73044.0,24
700705,Aurora,College,Female,38,64892,64892.0,368,73262.0,24
113804,Star,College,Female,25,32637,32637.0,1341,73262.0,24
289516,Nova,Bachelor,Female,31,41939,41939.0,351,72506.0,24
113558,Aurora,Bachelor,Female,32,40426,40426.0,1662,66116.0,24
641123,Star,College,Male,53,89354,89354.0,1611,73262.0,24
965698,Star,Bachelor,Female,37,44461,44461.0,429,86969.0,24
231592,Star,Bachelor,Female,32,48469,48469.0,399,86667.0,24
954718,Nova,College,Male,27,39123,39123.0,825,73262.0,24
286641,Star,Bachelor,Male,31,52735,52735.0,0,87793.0,24
103383,Aurora,Doctor,Male,0,0,0.0,0,65018.0,24
621876,Star,Bachelor,Male,42,61586,61586.0,859,61670.0,24
216573,Nova,Bachelor,Female,40,44250,44250.0,0,49458.0,24
124088,Nova,Bachelor,Male,38,64876,64876.0,0,75231.0,24
312933,Aurora,High School Or Below,Male,38,59133,59133.0,1444,68178.0,24
428452,Nova,Doctor,Male,5,10745,10745.0,0,298851.0,24
332430,Aurora,College,Female,34,53936,53936.0,0,73262.0,24
624407,Nova,Bachelor,Female,44,64032,64032.0,697,81729.0,24
303621,Star,College,Male,0,0,0.0,0,73262.0,24
258296,Aurora,Bachelor,Female,19,30151,30151.0,1288,77037.0,24
509223,Aurora,College,Female,20,32701,32701.0,1402,73262.0,24
170534,Nova,Bachelor,Female,0,0,0.0,0,78692.0,24
952093,Star,Bachelor,Female,37,53873,53873.0,860,66019.0,24
837215,Aurora,College,Female,34,55083,55083.0,945,73262.0,24
892630,Star,Bachelor,Female,4,3179,3179.0,0,64108.0,24
184478,Star,College,Female,21,35968,35968.0,300,73262.0,24
739227,Star,Bachelor,Female,7,7334,7334.0,0,55327.0,24
253852,Nova,Doctor,Male,44,54856,54856.0,1373,112349.0,24
571406,Star,Master,Male,0,0,0.0,0,113785.0,24
680193,Star,Bachelor,Male,0,0,0.0,0,65099.0,24
837360,Nova,Bachelor,Male,33,44573,44573.0,0,84837.0,24
893555,Nova,College,Female,1,563,563.0,0,73262.0,24
959977,Aurora,Bachelor,Female,67,74553,103644.0,587,-12497.0,11
498514,Star,College,Male,52,77396,116094.0,0,73262.0,11
772532,Aurora,Bachelor,Male,67,105832,158748.0,777,70872.0,11
680945,Star,Bachelor,Female,37,33512,50268.0,455,58034.0,11
573505,Nova,Bachelor,Female,41,73690,73690.0,392,83333.0,24
310252,Nova,Bachelor,Male,37,59408,59408.0,1221,82460.0,24
513446,Aurora,Bachelor,Female,38,53982,53982.0,872,66119.0,24
867112,Star,College,Female,55,83347,83347.0,1725,73262.0,24
105251,Star,Bachelor,Female,10,20733,20733.0,0,80885.0,24
457947,Nova,Doctor,Female,10,16039,16039.0,742,205898.0,24
346828,Nova,Bachelor,Female,46,67035,67035.0,0,54373.0,24
429894,Nova,Bachelor,Male,21,28946,28946.0,0,79864.0,24
339151,Nova,Bachelor,Female,40,57987,57987.0,1875,46720.0,24
555576,Nova,Doctor,Female,38,54766,54766.0,1073,154475.0,24
482402,Nova,Master,Female,39,61364,61364.0,1071,80331.0,24
670000,Star,College,Male,48,66404,66404.0,0,73262.0,24
314108,Nova,College,Male,29,40139,40139.0,1246,73262.0,24
302980,Star,College,Female,0,0,0.0,0,73262.0,24
165554,Star,Bachelor,Male,29,42090,42090.0,0,59709.0,24
518061,Nova,Bachelor,Male,38,70465,70465.0,942,91066.0,24
945014,Aurora,Bachelor,Male,28,51115,51115.0,1110,95061.0,24
605505,Star,College,Male,41,53596,53596.0,1131,73262.0,24
486955,Star,Bachelor,Female,45,68234,68234.0,520,49588.0,24
352501,Aurora,Bachelor,Male,49,69902,69902.0,1533,80381.0,24
711552,Star,College,Female,34,42506,42506.0,1253,73262.0,24
154855,Nova,Bachelor,Male,22,21690,21690.0,520,55487.0,24
698505,Nova,High School Or Below,Male,37,58911,58911.0,1027,55478.0,24
932513,Star,Bachelor,Male,31,43709,43709.0,964,65760.0,24
876232,Star,High School Or Below,Female,29,48366,48366.0,579,72796.0,24
794523,Nova,High School Or Below,Female,31,41119,41119.0,1247,54437.0,24
868552,Nova,Bachelor,Female,7,12309,12309.0,651,60388.0,24
857516,Aurora,Bachelor,Male,34,54556,54556.0,1364,73828.0,24
360256,Nova,Bachelor,Female,33,49029,49029.0,646,73602.0,24
579034,Star,Bachelor,Male,40,63881,63881.0,956,52528.0,24
254940,Star,College,Female,50,52798,52798.0,1595,73262.0,24
456785,Star,Bachelor,Male,37,57656,57656.0,969,81696.0,24
517739,Nova,Bachelor,Female,30,44022,44022.0,1061,91323.0,24
312568,Star,Bachelor,Male,36,64317,64317.0,880,54850.0,24
196367,Nova,Bachelor,Male,44,70037,70037.0,1344,96481.0,24
290024,Star,Bachelor,Male,24,39481,39481.0,0,74413.0,24
549540,Nova,Bachelor,Female,41,63354,63354.0,625,77331.0,24
982096,Star,Bachelor,Male,34,38796,38796.0,1452,49228.0,24
501552,Nova,College,Female,46,75378,75378.0,908,73262.0,24
592350,Star,Bachelor,Male,50,69656,69656.0,0,93736.0,24
467249,Star,Bachelor,Male,12,21704,21704.0,503,65762.0,24
444154,Aurora,Bachelor,Female,38,52420,52420.0,791,63076.0,24
862258,Star,Bachelor,Female,37,54924,54924.0,0,60452.0,24
569188,Nova,Bachelor,Female,8,15038,15038.0,0,65663.0,24
318902,Nova,College,Male,51,94597,94597.0,501,73262.0,24
396867,Nova,College,Female,4,6274,6274.0,0,73262.0,24
100504,Nova,Bachelor,Female,19,27837,27837.0,0,75638.0,24
332276,Nova,Bachelor,Female,31,46673,46673.0,1472,49654.0,24
545582,Nova,Bachelor,Female,44,67365,67365.0,523,67332.0,24
534510,Star,College,Male,17,30552,30552.0,0,73262.0,24
137858,Nova,College,Female,21,44913,44913.0,0,73262.0,24
607847,Aurora,Bachelor,Female,12,17659,17659.0,406,93777.0,24
157704,Aurora,Bachelor,Female,46,62030,62030.0,1209,53954.0,24
165742,Aurora,College,Male,31,43376,43376.0,584,73262.0,24
246571,Star,College,Male,44,69742,69742.0,912,73262.0,24
189775,Aurora,College,Male,52,62411,62411.0,1065,73262.0,24
270160,Star,College,Male,25,31528,31528.0,0,73262.0,24
867801,Nova,Bachelor,Female,33,49551,49551.0,529,93006.0,24
216109,Nova,Bachelor,Female,36,57980,57980.0,592,96390.0,24
570806,Nova,Bachelor,Female,47,63204,63204.0,1863,74504.0,24
252419,Nova,Bachelor,Male,37,47890,47890.0,1982,61259.0,24
276289,Star,High School Or Below,Female,29,45193,45193.0,0,42956.0,24
703104,Aurora,College,Female,32,55696,55696.0,536,73262.0,24
725100,Star,High School Or Below,Male,30,41586,41586.0,2134,80919.0,24
